微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
O1BpzyM5U,【信纸模板】电子科技大学学校：电子科技大学排名：985软科2023年中国院校第28名所在地：成都市帖子：网页链接#信纸模板# 【信纸模板】电子科技大学  原图 ,,https://wx2.sinaimg.cn/large/6cbca238gy1hn0y1c7jkcj20od0sogmi.jpg,无,无,2024-02-21 11:50,微博网页版,1,0,0
O1BfJoufT,香港岭南大学新增Master of Arts in International Higher Education and Management (Managing Education Change in International Context)专业，目前专业已于2024.2.19开放申请，截止日期为2024.5.15  ,,无,无,无,2024-02-21 11:26,微博网页版,0,0,0
O1BdJ0x7s,"【英国拒信】学生：Cook叔您好~ 报个拒信 双非财经类院校均分92.5 有所申请专业相关背景 爱丁堡Management of Bioeconomy, Innovation and Governance 2.20拒信 想问下这个专业今年竞争这么激烈的吗？  ",,无,无,无,2024-02-21 11:21,微博网页版,0,0,2
O1BcF2ox2,【投稿选择】学生：大家好，冒昧打扰，想要求助[收到] 双非一本师范，小学教育专业，杭州名小教师编和港大高等教育授课硕该怎么选呢？ 想了解港大高等教育授课硕的就读/就业/申博情况，真的很感谢！ 选择  ,,无,无,无,2024-02-21 11:19,微博网页版,256,0,2
O1Bchq5iu,【英国香港Offer】学生：大家好，我想咨询一下offer选择。C9自动化专业 低绩点平均学分绩78（全部79）    目前有两个offer  香港城市大学机械工程和英国布里斯托机器人   有什么建议吗    考虑到港城的专业可以不选写论文，英国机器人专业有点担心太难了学不懂 以及香港费用比较低的问题  比较纠结...全文 ,,无,无,无,2024-02-21 11:18,微博网页版,218,0,3
O1BbRnG6M,【英国新加坡Offer】学生：叔！能不能麻烦帮忙发个投票 bg：中外合办 会计1. 曼大mop（留位费已交）2. NUS vc（要在23号前选择是否接受offer）现在顾虑：两者排名相差还是不小的 想知道回国就业差距会很大吗 想去外企/证券/私募 国企央企有机会也不想放弃留学体验可能曼大会好一点，相对没有...全文 ,,无,无,无,2024-02-21 11:17,微博网页版,364,2,1
O1Bb0mlJt,【#华威大学[超话]#】学生：大家好，收到了华威management的offer，想请问一下就读体验如何？就业如何？（本人末流985本科，如果能留英工作更好，不能留英回国工作也ok，没有国企或者体制内偏好）谢谢大家！  ,,无,无,无,2024-02-21 11:15,微博网页版,2,0,0
O1B9DmTDQ,【英国香港Offer】学生：大家好，本科武大均分85+现在两个offer在纠结中，想从后续就业或者继续升学的角度考虑，请问ucl的urban spatial science和港大的两年制urban planning更推荐哪个呀 选校  ,,无,无,无,2024-02-21 11:11,微博网页版,269,0,1
O1B9eBWmI,【英国香港Offer】学生：大家好，我想问一下择校建议，面临即将交留位费的问题。麻烦大家方便的话留一下选择理由，真心感谢大家的建议。本科计算机专业，偏向读博 其次外企或者私企，不考虑考公。伦敦国王学院 医疗技术（研究型硕士mres）、香港城市大学 生物医学工程、利兹dsa、格拉cs和ds、香港...全文 ,,无,无,无,2024-02-21 11:10,微博网页版,237,1,1
O1B7l1QuR,【#伦敦大学国王学院#】学生：库克叔！我来报个offer攒攒人品。年前临时加申的KCL eeid ，tl：2.9递交—2.12推荐信齐—2.19offer。bg：中上游双非财经，经济学92，强相关实习3+。申请季真的特别感谢库克的帮助给叔拜个晚年啦，新年快乐，一切顺心～  ,,无,无,无,2024-02-21 11:05,微博网页版,3,1,0
O1B1gw0FH,【#剑桥大学##香港中文大学#】学生：求选校，谢谢大家！Offer：Cam的BA in law 和CUHK的parttime JD相比。CUHK主要是可以算进hk永居时限里，而且已经在hk找到工作经济也宽裕一些。（学费50）Cambridge主要是学院一般，也不清楚毕业了现在就业市场怎么样。（学费70-100+）两者有断层的不同吗？hk永...全文 ,,无,无,无,2024-02-21 10:51,微博网页版,444,1,7
O1AUG7LDW,【英国Offer】学生：叔，麻烦帮我发个offer投票征求下大家的选offer意见 谢谢叔谢谢大家！ offer有：1. 爱丁堡 的MSc Banking innovation and risk analytics。2. 曼大的MA Political Economics                    3. 曼大 mop4. 华威 信息系统管理   bg本科 中外合办财管，以后回国进外企或者...全文 ,,无,无,无,2024-02-21 10:34,微博网页版,109,0,0
O1ATLFbgS,【英国Offer】学生：叔你好！求发投票帮忙选offer！谢谢！bg末211 82经济学未来想入职华东地区国企央企 无考公打算 专业选择注重就业衔接南安押金与房子都找好了 有必要再换吗顺便想问一下利兹bads就读体验利兹MSc Data Analytics and Human Resource Management 数据分析与人力资源管理 （商学...全文 ,,无,无,无,2024-02-21 10:32,微博网页版,100,0,1
O1ATi8tiU,【#爱丁堡大学#】学生：叔，报个offer：爱丁堡finance bg：211 金融 均分90+ 实习交换若干 无竞赛 带过期雅思7（6.5）tl：9.27递交-10.3推荐信齐-on hold-2.20offer  ,,无,无,无,2024-02-21 10:31,微博网页版,0,0,0
O1AT1tUaK,【#伦敦大学国王学院#】学生：叔，再报个offer。kcl film stusies tl：10.19-2.20。BG：艺术院校广播电视编导专业，均分86.81。  ,,无,无,无,2024-02-21 10:30,微博网页版,1,0,0
O1ASEpWhI,【英国Offer】学生：叔！最近收了两个offer，我的申请也基本结束啦，但是又开始纠结了，想请大家帮忙选下offer。纠结在这三个：华威bwm（已交留位费），曼大环发refi（不需要留位费）和今天刚到的曼大商院ime（3.15前交）BG：末9金融本，86，两段实习。以后想试试留英工作，不行就回国，倾向于券...全文 ,,无,无,无,2024-02-21 10:29,微博网页版,129,0,1
O1vsLBHq1,【英国校友】曾昭燏曾昭燏，中国首位女考古学家，南京博物院的老院长，中国文博事业的奠基人之一。她的硕士就读于英国伦敦大学科陶德艺术学院。她1909年出生在湖南长沙府湘乡县荷塘乡万宜堂，现在属于湖南娄底市荷叶镇，熟悉历史的一看这个地名就知道应该和曾国藩有关系。曾昭燏确实出生名门，她是...全文 [组图共12张] 原图 ,,"http://ww4.sinaimg.cn/large/6cbca238gy1hn07s2f1k4j20dy0ouwfe.jpg,http://ww4.sinaimg.cn/large/6cbca238gy1hn07s3h7rbj210o0yetee.jpg,http://ww1.sinaimg.cn/large/6cbca238gy1hn07s3fyuyj20th0fmwjh.jpg,http://ww2.sinaimg.cn/large/6cbca238gy1hn07s3d8urj20tk0k979d.jpg,http://ww1.sinaimg.cn/large/6cbca238gy1hn07s3h6dqj20tr0jxdlz.jpg,http://ww2.sinaimg.cn/large/6cbca238gy1hn07s2dkpwj20ic0a5jrp.jpg,http://ww3.sinaimg.cn/large/6cbca238gy1hn07s2ed8ij20hz09d0t7.jpg,http://ww4.sinaimg.cn/large/6cbca238gy1hn07s2dinjj20ic0bk0ta.jpg,http://ww4.sinaimg.cn/large/6cbca238gy1hn07s9zjqoj20u00j2e0y.jpg,http://ww1.sinaimg.cn/large/6cbca238gy1hn07saavn5j20nx0x2b29.jpg,http://ww1.sinaimg.cn/large/6cbca238gy1hn07s9ua8yj20n00urn74.jpg,http://ww2.sinaimg.cn/large/6cbca238gy1hn07s4pl2mj20pv0v5tg2.jpg",无,无,2024-02-20 20:42,微博网页版,24,4,1
O1ul1vGaa,以前觉得微博评论区已经够不友善了，玩了xhs发现我错了，微博友善度其实还可以的，起码大部分人是比较懂留学申请的，xhs的不仅不友善，还分分钟教我怎么定校，说这个专业卷，那个专业不要申，你这bg这专业铁定没戏，我都没好意思说我其实发的都是24fall拿到Offer后的bg，装装样子说是申请方案。这些评...全文 原图 ,,https://wx4.sinaimg.cn/large/6cbca238gy1hn02mt1x16j206a06a74c.jpg,无,无,2024-02-20 17:50,iPhone 15 Pro,178,4,19
O1u3vt2ax,【澳洲英国Offer】学生：老师好，想请你帮忙发个投票，本科是二本，目前收到了悉尼数字文化以及利兹全球演出和文化产业的offer，想问问将来想回国进大厂或外企工作，哪个认可度更高一点？谢谢老师！ 选校  ,,无,无,无,2024-02-20 17:07,微博网页版,181,0,0
O1u34i14n,【英国Offer】学生：叔 麻烦大家帮忙选一下专业 爱丁堡的金融科技与政策，还有kcl的金融经济。两个都是商学院，看了课程倒是都能学得下去，不知道将来认证怎么样，好纠结bg是211金融，未来还是想从事金融行业工作，券商基金这些。刚开始收到kcl还挺开心 因为家长跟我都觉得这一年其实可以...全文 ,,无,无,无,2024-02-20 17:06,微博网页版,250,0,4
O1u2A1XQJ,【法学Offer】学生：叔您好！可以帮忙发个选offer的投票吗目前收到的offer有UCL的LLM general和爱丁堡的LLM Commercial Law方向。两个语言要求都挺高的，感觉大概率都要读语言班。算了一下费用ucl大概会贵10w左右，想问问大家爱宝和ucl在国内和英国的认可度差距断档吗？以后就业可能回国，但...全文 ,,无,无,无,2024-02-20 17:05,微博网页版,185,0,3
O1sLysxmR,【今日汇率】2024年2月20日：1英镑=9.11人民币1新元=5.38人民币1澳元=4.72人民币1港币=0.92人民币1欧元=7.80人民币中国银行钞/汇卖价，仅供参考  原图 ,,https://wx2.sinaimg.cn/large/6cbca238gy1hmzvw8l2l3j20j60jhacy.jpg,无,无,2024-02-20 13:50,微博网页版,5,0,0
O1sB3kv09,香港中文大学（深圳）市场学理学硕士项目2024年入学的第六轮申请将于2024年3月17日截止，第六轮面试暂定于2024年3月22日举行。  ,,无,无,无,2024-02-20 13:24,微博网页版,1,0,0
O1s9Oz3Ju,【英国Offer】学生：叔过年好，麻烦帮我发个offer投票征求下大家的选offer意见 谢谢叔谢谢大家！ offer有：1. ucl 的MA comparative economics and policy。2. 曼大的MA Economics                    3. kcl的 Finance（asset pricing）分支   bg本科帝都211中外合办金融，以后回国进外企或者大...全文 ,,无,无,无,2024-02-20 12:17,微博网页版,200,0,0
O1s8zAuML,【英国Offer】学生：叔，新年好！可以帮忙发个投票选一下offer嘛～以后就业想去金融行业，国企外企银行应该也都会考虑。目前的两个offer是华威business analytics和kcl 的banking and finance. 听说华威商学院还不错，但是有点担心qs，所以想问问，谢谢大家！ 选校  ,,无,无,无,2024-02-20 12:14,微博网页版,222,0,2
O1s8g8M1o,【英国Offer】学生：Cook叔好，申请季差不多结束了来播报一下，谢谢过去一年大家的经验。顺便问一下能帮忙投个票吗bg：双非广告86+，雅思6.5，若干奖＋实习✅offer：曼大教育领导力Educational Leadership曼大社会人类学Social Anthropology华威商业与跨文化交际Intercultural Communication f...全文 ,,无,无,无,2024-02-20 12:13,微博网页版,81,0,0
O1s7utJ6A,【字节跳动-飞书-产品营销实习生-飞书People方向】职位描述：1. 活动落地支持：配合不同类型的市场营销活动，输出最佳内容，确保活动内容能打动客户；协同多部门同事，落地完整市场活动，线下传递品牌价值。2. 客户案例内容：支持所在业务客户案例撰写，并在项目管理行业传递产品深层价值，配合搭...全文 ,,无,无,无,2024-02-20 12:11,微博网页版,1,0,0
O1s633q4Z,【#曼彻斯特大学#】学生：叔您好！求助投稿～请教大家，曼大AMBS con了academic progression这个要求严格吗？有没有argue的可能性～求学长学姐解答因为我是非中外合作的，目前只剩毕业论文了，con我学术进步相当于要求我毕设90+俺没有其他课可以拉绩点了我搜了一下基本都...全文 ,,无,无,无,2024-02-20 12:08,微博网页版,3,1,2
O1rXL9vLm,长沙卖房子的岗位，我第一次见到要本科学文学和历史专业优先的，难道现在卖个房子也要讲历史故事，比文笔了么  原图 ,,https://wx2.sinaimg.cn/large/6cbca238gy1hmzsbdkglqj20nu100k01.jpg,无,无,2024-02-20 11:47,微博网页版,1,0,0
O1rWC4vbj,【香港澳洲Offer】学生：叔新年好 能再辛苦发个投票嘛 目前已缴港科智能建筑技术与管理ibtm的留位费，又收到了墨尔本大学的工程管理mem的offer，想问问该如何选择，感觉墨大工管课程和就业会广一些。具体的职业规划还不太清晰，比较偏向读完回大湾区进大厂或外企 选校  ,,无,无,无,2024-02-20 11:44,微博网页版,94,0,2
O1rVi7R2A,【英国 澳洲 Offer】学生：叔新年好！我想让您帮忙发个投票选选offer，留位费时间快到了，但我其实目前对这三个城市和学校就读体验不是很了解。以及我是希望可以毕业后在当地或者其他地方找到工作，至于是否能拿永居再说。若国外混不下去了，就回国卷外企或者互联网。目前是三个：Ucl的民族志纪录...全文 ,,无,无,无,2024-02-20 11:41,微博网页版,201,1,0
O1rV01Xqw,【英国Offer】学生：叔新年好！报两个offer攒人品顺便问问大家怎么选爱宝STS（science and technology in society）con雅思7（6）布里斯托CIE（creative innovation and entrepreneurship）con雅思6.5（6.5）bg：两财一贸均分86纠结点在于爱宝是社科专业布大是泛商科，但爱宝排名实在好太多了，回...全文 ,,无,无,无,2024-02-20 11:40,微博网页版,123,0,0
O1rUDxbvf,【英国香港Offer】学生：大家好，我想问一下择校建议，面临即将交留位费的问题。麻烦大家方便的话留一下选择理由，真心感谢大家的建议。本科计算机专业，偏向读博 其次外企或者私企，不考虑考公。Offer：伦敦国王学院 医疗技术（研究型硕士mres）、香港城市大学 生物医学工程、利兹dsa、格拉cs...全文 ,,无,无,无,2024-02-20 11:39,微博网页版,1,0,0
O1rU6b1xo,【英国Offer】学生：求选校，谢谢大家！BG：211语言专业就业目标外企Offer：1.Manchester IFR 2.Bristol Mgt（mkt） 选校  ,,无,无,无,2024-02-20 11:38,微博网页版,115,0,3
O1rTEgEkR,【#香港中文大学##南洋理工大学#】学生：叔～想求问下offer选择，目前手上还有效的offer：cuhk ad VS ntu km很纠结不知道该怎么选从专业兴趣角度km课程中涉及的企业管理面向的知识、技术面向的技能和其他知识资产等的内容非常吸引我。但我本身新闻本科，担心这一年的管理学学习并不能带给我足够深...全文 ,,无,无,无,2024-02-20 11:37,微博网页版,194,1,0
O1rTdncBa,【英国Offer】学生：叔新年好呀！拿到了UCL两个专业的offer马上要确定到底去哪个了，纠结晕了，想辛苦叔发个投票请大家帮忙选一下offer，谢谢！1️⃣Applied Linguistics 应用语言学2️⃣Intercultural Communication 跨文化交际/传播对比：1. 俩都是IOE的；2. 课程设置几乎一样（都是我感兴趣...全文 ,,无,无,无,2024-02-20 11:36,微博网页版,129,0,1
O1rSPihCB,【香港Offer】学生：老师好！可以麻烦您发个offer投票吗1.港中文教育学General Stream方向2.港理工英语语言教学（elt）本科是211英语专业，未来可以当老师（不一定必须要）也想去高校行政岗。比较关注教育学gs的留学认证问题，不知道跟本科专业不一致会不会在就业上有什么问题。谢谢大家！...全文 ,,无,无,无,2024-02-20 11:35,微博网页版,85,0,0
